,input,output
2024,['Romance'],Summary: Deepak (Vikas Bhalla) and Jyoti (Neelam Dharamdas) are in love  against her wealthy father's wishes. When Seth Dharamdas (Dalip Tahil) has Deepak assaulted  Jyoti rebels and marries him. ...                    
2025,"['Action', 'Romance', 'Thriller']",Summary: The diamond ring worn by Kiran catches the attention of two rival outlaws  Jagtap and Dhanraj. Dhanraj dispatches his two men Kiran's Uncle Laxman Singh and Vikram Singh while Jagtap hires ...                    
2026,"['Action', 'Crime', 'Drama']",Summary: A convict studies law in prison and becomes a lawyer to seek revenge against the corrupt police officer who framed him on the very day of his marriage.
2027,"['Action', 'Comedy', 'Fantasy']",Summary: A simpleton Suraj stays in a small house with his widowed mother his friend Pandu and a Gopalji when he was a kid his family owned a huge place known as Swarna palace which went into ...                    
2028,['Crime'],Summary: Sanjay Singh lives in a middle-class family. His father  Ranvir  a retired constable; his mother is a housewife; his elder brother  Pratap  is married and has one son; and his sister is yet...                    
2029,"['Action', 'Crime', 'Thriller']",Summary: Watch as Inspector Vijay goes about gathering evidence that will tie Amit and Sunita to Lallu's murder  while they prove that Lallu is non-existent.
2030,"['Action', 'Comedy', 'Crime']",Summary: Police Inspector Dayashanker Pandey is a slacker  a man who does not want to put his life under any risk  and is quite comfortable sharing tall tales  and a desk job. Fate has other plans ...                    
2031,"['Action', 'Drama', 'Musical']",Summary: Lalita (Madhuri Dixit) catches the eye of J.B. (Raj Babbar) and he immediately falls in love with her and decides he must marry her. He bribes Lalita's uncle Madanlal (Tej Sapru) into ...                    
2032,"['Action', 'Drama']",Summary: Havaldar rescues a baby boy from the gutter and takes him to his house; his wife Parvati chooses to disassociate herself from this child and leaves the house with their son. Havaldar names ...                    
2033,"['Action', 'Crime', 'Drama']",Summary: Kundecha is a wealthy industrialist as well as the owner of around 40 branches of Kundecha Coop. Bank Ltd. He has booked all the lockers in all his banks branches and does not let any ...                    
2034,"['Action', 'Drama', 'Thriller']",Summary: A journalist comes to the aid of a murderer with a life sentence when she makes an appeal in court and although he is given his freedom  they soon discover that there is a grim reason behind his release.
2035,['Drama'],Summary: Add a Plot »
2036,"['Crime', 'Romance']",Summary: Shakti Singh (Dharmendra) and Bhau (Shatrughan Sinha) are street Dada  always clashes takes place between them. Akhlak (Vikhas Bhalla) younger brother of Shakti Sinh  loves with Kavita (...                    
2037,"['Comedy', 'Drama', 'Musical']",Summary: Prem and Nisha meet and fall in love at the wedding of their elder siblings  but their plans to be together are put in jeopardy when Nisha's sister dies  leaving behind a baby.
2038,"['Action', 'Comedy', 'Drama']",Summary: Raja Babu (Govinda) is a poor orphan adopted by a wealthy village couple (Kadar Khan and Aruna Irani). He is a typical country bumpkin  good-hearted but lacking in urban manners. He falls ...                    
2039,"['Action', 'Crime', 'Drama']",Summary: Disowned by his parents at a young age Pratap Narayan Tilak ended up in a small time village controlled by underworld dons and some very powerful and influential politicians. Lazy  ...                    
2040,"['Crime', 'Drama']",Summary: Vijay lives with his mother  attends college and is in love with beautiful Anita Malik  a fellow collegian who he would like to marry. When Anita is molested by Nagesh  Vijay intervenes  ...                    
2041,"['Drama', 'Family']",Summary: Laadla (The Beloved Son) is the story of Raju (Anil Kapoor) who lives with his disabled mom (Farida Jalal). One day Raju on his way to a job interview saves the life of a rich textile mill ...                    
2042,"['Comedy', 'Drama', 'Musical']",Summary: A poor girl is rebuked by a rich boy. She leaves town to return successful and rich. He falls for her but his brother is already in love with the girl.
2043,"['Comedy', 'Drama', 'Musical']",Summary: A poor girl is rebuked by a rich boy. She leaves town to return successful and rich. He falls for her but his brother is already in love with the girl.
2044,"['Action', 'Comedy', 'Drama']",Summary: A Bombay police officer seeks revenge when his brother is killed by a powerful underworld figure. Things get complicated when a matinee movie idol begins to tag along the policeman so he can research a movie role.
2045,"['Action', 'Drama', 'Romance']",Summary: A police officer finds out the truth about a mental patient and helps him bring the perpetrators to justice.
2046,"['Action', 'Comedy', 'Drama']",Summary: Collegian Ajay Sharma was born on 2nd April 1968 and lives in Bombay with his widowed mom  Asha. He is friendly with fellow-collegian  the wealthy Raj Sinha  and both often end up getting ...                    
2047,"['Action', 'Drama']",Summary: When a notorious criminal is apprehended by an industrious inspector and subsequently convicted by the officer's brother  he seeks the ultimate revenge against the family.
2048,"['Action', 'Comedy', 'Drama']",Summary: A police commissioner enlists the aid of an eccentric inspector to end a gang war between bitter enemies.
2049,"['Action', 'Drama']",Summary: Brothers (Shahrukh Khan  Anil Kapoor  Jackie Shroff) band together for a time  separate  then reunite for revenge on the man who killed their father and jailed their mother.
2050,['Romance'],Summary: Mamtaram lives a comfortable life with his only son  Suraj. Mamtaram is a miser. Period. He would do anything to procure money and wealth at any cost. And he would like Suraj to get married...                    
2051,"['Action', 'Comedy', 'Drama']",Summary: Raju and Laxmi are siblings  orphaned at a very young age. Raju and a fellow-collegian Parul are in love. But Parul's marriage has already been arranged with Police Inspector Suryadev Singh...                    
2052,"['Action', 'Drama', 'Musical']",Summary: A young Indian couple  both from wealthy backgrounds  find themselves caught up in the 1940's Indian revolutionary movement against their families whom are under the thumb a sadistic British general.
2053,"['Action', 'Thriller']",Summary: Add a Plot »
2054,"['Action', 'Crime', 'Drama']",Summary: Two brothers namely the eldest Baba and the younger one Avinash live in a small apartment in a Bombay city slum. Another orphan named Nawab reside there with them along with there widowed ...                    
2055,"['Action', 'Comedy', 'Drama']",Summary: After completing his schooling from Nalanda  Ajay Kumar Saxena returns and is hired as a Teacher. He meets with savvy students  whose names are Jaya  Neelam  Shilpa  Sonam  Chunky  Govinda ...                    
2056,"['Comedy', 'Family', 'Romance']",Summary: Two slackers competing for the affections of an heiress  inadvertently become her protectors from an evil criminal.
2057,"['Action', 'Drama']",Summary: Vijay lives in village where people do not have enough water to drink  Vijay decides to go to Bombay and purchase tube wells which will bring water to his village upon reaching Bombay ...                    
2058,['Drama'],Summary: Raja Saheb goes on a hunting expedition in cannibal country - the result  sex and a meal with an unusual main course.
2059,"['Action', 'Comedy', 'Drama']",Summary: Rahul lives a wealthy lifestyle in Mumbai along with his dad  Banwarilal Ansimal and mom  and is a big disappointment to his parents. They want him to get married  he refuses  and gets ...                    
2060,"['Drama', 'Thriller']",Summary: Vijay falls in love Shivani and proposes her only to be rejected every time. However his love turns into an obsession and turns her life into a hell.
