,input,output
2115,['Drama'],"title: Woh Chokri
Story: A widow (NeenaGupta) marries an ambitious man(Paresh Rawal) and their daughter live a happy life but one day the man disappears and then their hardships withlife goes on after many years the come to know the whereabouts of the man NeenaGupta goes to meet her but returns back alone asked by her daughter(Pallavi joshi) she tells her to forget him as he is a big politician now after a few days the mother dies and life of the girl takes twist and turns till finally she meets him and later on killed by goons sent by his father
Suitable Actors: Pallavi Joshi|Neena Gupta|Paresh Rawal|Om Puri|Yogita Chheda|Swapneil Diwaan|Tushaar Mohle|Javed Rizvi Jarehavi|Sonali Malgundkar|Pushon Kriplani|Pyare Mohan Sahay|Rajshekhar|Jayant Sawarkar|Ramesh Divedi|"
2116,"['Drama', 'Romance']","title: Sangdil Sanam
Story: Bank Manager Kailash Nath and the bank watch-man  Shankar Dayal Khurana are friends. Kailash gets his son  Kishan marry to Dayal's daughter  Sanam. Unfortunately after the wedding Kailash meets with a vehicle accident and is believe to be dead; but in reality survives  is arrested and sentence to a long jail term for stealing huge sums of money from the bank. Years later after serving his sentence Kailash gets to find out how Dayal had framed him for the crimes he had committed and is now living a wealthy and happy lifestyle as the Mayor of that town. But nothing is the same anymore for Kailash as his wife  Savitri and Kishan are untraceable. Meanwhile Kishan goes to Khurana's bungalow to bring his wife  Sanam home; what he find is a very stubborn  spoil  rude and unmannered Sanam who is not willing to go with him. Kishan then forcefully brings her to his mother - unknown to both that Sanam has a surprise for both mother and son.
Suitable Actors: Anand Balraj|Beena Banerjee|Kishore Anand Bhanushali|Sharokh Bharucha|Salim Khan Ding-Dong|Avtar Gill|Salman Khan|Shubha Khote|Manisha Koirala|Kiran Kumar|Reema Lagoo|Raza Murad|Alok Nath|Shashi Puri|"
2117,"['Action', 'Drama']","title: Yaar Gaddar
Story: Inspector Shanker Verma is an honest and dedicated Police Inspector  who has been serving on the police force for many years. He lives with his mom  and a brother  Jai. Shankar was in love with Shashi  but the affair did not last  leaving him with a broken heart. Jai  on the other hand  is percocious  and always in trouble. This precociousness lands him in a soup when he is unable to explain as to why he robbed a bank and a killed a person.
Suitable Actors: Saif Ali Khan|Sweta|"
2118,"['Action', 'Drama']","title: Zaalim
Story: Judge Somnath lives with his wife  three sons  and a daughter. Two of his sons  Vikram and Mohan are married  while his daughter  Kaamna  and youngest son  Ravi  are of marriageable age. Somnath had wanted his sons to be a doctor  police officer  and a Judge. While Vikram is a surgeon  Mohan's a Police Inspector  & Ravi is now studying law and on his way to become a lawyer and then a Judge like his dad. This family does have a dark secret. Ravi is prone to losing his temper  so much so that he gets out of control  and has killed someone in his childhood. When Kaamna gets raped  the family are reluctant to tell Ravi. When they do they do convince him to control himself  while Mohan gets an arrest warrant for Vinod  Kaamna's molester. Things do not go smoothly in court as the matter is put off for several months and then Somnath and Kaamna are killed in a bomb explosion. Now Mohan and Vikram handcuff Ravi on their balcony while they finalize the funeral arrangements  and when they ...
Suitable Actors: Akshay Kumar|Madhoo|Vishnuvardhan|Ranjeet|Mohan Joshi|Alok Nath|Arjun Sarja|Arun Bakshi|Sabeeha|Navneet Nishan|Ananya Khare|Rakesh Bedi|Tiku Talsania|Vikram Bali|"
2119,"['Action', 'Drama', 'Romance']","title: Zamane Se Kya Darna
Story: Virendra Singh lives wealthy lifestyle in Bommbay  India  along with his wife  Shalini  and son  Vikram. He gambles on Diwali  loses all his money  borrows a large amount from his friend  Gajendra Singh  ends up losing this too  and returns home along with Gajendra and his brother to try and repay as much as he can. When Gajendra's brother attempts to molest Shalini  Virendra's kills him and flees. He boards a bus which meets with an accident  leaving only two survivors - himself and a young heiress named Anju. He adopts her  looks after her estate and assumes a new name  Sardar Rajpal  and becomes wealthy over time. Years later Anju has grown up and finds out about her foster father's tragic story and decides to try and re-unite this family. She posts two advertisements in Bombay's newspapers  to hire an Estate Manager  as well as asking for the whereabouts of Shalini and Vikram. Little does she know that she has opened up a Pandora's box for the advertisements were read by none ...
Suitable Actors: Sanjay Dutt|Raveena Tandon|Alok Nath|Gulshan Grover|Johnny Lever|Raza Murad|"
2121,"['Drama', 'Family', 'Romance']","title: Vaade Iraade
Story: Science College Principal Tripathi is critized by the college professors during a meeting due to his younger brother  Ajay  failing twice and losing two years. Tripathi is angry with Ajay and wants him to drop poetry and poems and concentrate on his studies. Ajay does not do so  and instead leaves the house  telling his brother that he will establish himself as a poet and then return home. He submits his poems for publication  and is told that there is something lacking in them. He meets with an falls in love with beautiful Nikita  who is only daughter of a wealthy industrialist. Ajay wants to establish himself before he gets married  and relocates to Bombay. Once there  he gets involved with a Bollywood actress  Jyoti  and takes to gambling and drinking. His submitted poems are stolen by a couple of shady men  who rake in a lot of money  leaving Ajay with a mere pittance. Nikita goes to Bombay and finds Ajay  a wasted young man  very different from the one she had seen earlier. ...
Suitable Actors: Ayush Kumar|Mamta Kulkarni|Suchitra Krishnamoorthi|Kulbhushan Kharbanda|Vijayendra Ghatge|Satyendra Kapoor|Rakesh Bedi|Anjan Srivastav|Yunus Parvez|Tiku Talsania|Javed Khan|Amrit Patel|Harpal Singh Pali|Irrfan Khan|"
2122,"['Action', 'Drama', 'Romance']","title: Zakhmi Dil
Story: Jaidev Anand is a celebrity  and lives a fairly isolated life. One day he comes to the rescue of a young woman  Vandana Acharya  and falls in love with her. Vandana respects him  but falls in love with another man  Abhimanyu. This news shatters Jaidev  but he decides not to tell Vandana anything. Then the jeep in which Abhimanyu and Vandana were traveling is attacked by an assailant named D.K.  and as a result Abhimanyu gets killed. Jaidev is sorry for Vandana  but gets his hopes up enough to propose to her  and to his joy  she accepts. The plans are on for an early marriage  but before that could happen Vandana meets a single mother  Gayetri  and her son. It is then she finds out that Jaidev is already married  and also has a son. What possible reason could Jaidev have for not sharing this information with Vandana?
Suitable Actors: Akshay Kumar|Ashwini Bhave|Ravi Kishan|Anjali Kadam|Anjali Mudaliar|Moon Moon Sen|Brij Gopal|Mehmood|Bindu|Raza Murad|Sudhir Dalvi|Raj Kamal|Raju Shrestha|Sunil Dhawan|"
2123,"['Drama', 'Romance']","title: Aadmi Khilona Hai
Story: The Verma family consists of two brothers  Vijay and Sharad (Jeetendra and Govinda respectively)  Vijay's wife  Ganga (Reena Roy)  and their daughter. Sharad is unmarried and is studying in college  while Vijay runs the household on his income. In college  Sharad meets with Punam (Meenakshi Sheshadhri) and both are attracted to each other. Ganga and Vijay get them married  but permit them a married life only after they complete their studies  which they do so. They are devastated to learn that Punam cannot be a mother  so Ganga lets Punam mother her child. Soon Sharad gets a job  which gets him to re-locate to another city  and there are tearful good-byes. Punam decides to keep Ganga's child with her. But Ganga has been kind to Punam and Sharad for a reason  and now the time has come for payback.
Suitable Actors: Jeetendra|Reena Roy|Govinda|Meenakshi Sheshadri|"
2124,"['Drama', 'Romance']","title: Aaina
Story: Roma (Amrita Singh) leaves Ravi (Jackie Shroff) at the alter in pursuit of her bigger ambitions. Her sister Reema (Juhi Chawla)  a pale reflection of Roma  steps in and saves the day for her family  having secretly been in love with Ravi all her life. The newly weds start building a life together till suddenly Roma returns  determined to get back what she thinks Reema stole from her.
Suitable Actors: Jackie Shroff|Juhi Chawla|Amrita Singh|Saeed Jaffrey|Maya Alagh|Dina Pathak|Rajesh Khattar|"
2125,['Romance'],"title: Aaja Meri Jaan
Story: Two young lovers are separated when the man is falsely implicated in a murder.
Suitable Actors: Krishan Kumar|Tanya Singh|Shammi Kapoor|Prem Chopra|Deven Verma|Manohar Singh|Poonam Dasgupta|Pran|Rakesh Bedi|Satish Shah|Girish Malik|Sunil Lahri|Virendra Razdan|Govind Namdeo|"
2126,"['Action', 'Comedy', 'Crime']","title: Aankhen
Story: Two wealthy buffoons  Munnu and Bunnu  get involved in a conspiracy to replace a Chief Minister with a lookalke by some corrupt government officials. Meanwhile  Munnu's identical cousin  arrives for a visit from the rural parts  and is mistaken for the real Munnu. The city-wise Munnu visits his cousin to find a safe place to hide out  and is mistaken by the local townspeople for his cousin.
Suitable Actors: Govinda|Chunky Pandey|Raj Babbar|Kader Khan|Sadashiv Amrapurkar|Ritu Shivpuri|Raageshwari|Shilpa Shirodkar|Bindu|Harish Patel|Shakti Kapoor|Mahavir Shah|Gulshan Grover|Radha Seth|"
2127,['Drama'],"title: Aashik Aawara
Story: Kedarnath is a wealthy man with many enemies. One day  a taxi-driver  Dilher Singh  saves his life  but is killed instead. Kedarnath is grateful and is willing to look after Dilher's widow and son. But his enemies find out about this  and substitute a woman named Sheela and her son  Vikram  instead. The real widow is killed by them  and her son  Jimmy  is looked after by a kind-hearted poor man  Jaggu  and his son  Gulu  who make their living stealing and begging. Years later  Jimmy and Gulu have grown up but are still stealing. Jimmy  on the run from hoods  ends up in Delhi  impersonating Rakesh Rajpal  and meets with Jyoti and falls in love with her. Jyoti introduces him to her dad  none other than Kedarnath. It is here that the drama unfolds  bringing back past memories and crimes.
Suitable Actors: Saif Ali Khan|Mamta Kulkarni|Mohnish Bahl|"
2128,"['Action', 'Crime', 'Drama']","title: Aadmi
Story: Vijay Srivastav lives a middle-classed lifestyle in Bombay along with dad  Mohanlal  mom  Sharda  and a younger brother  Raju. His father and brother manage a restaurant named 'Sahiba'  while Vijay works as a Supervisor at the Ordnance Factory that manufacturers RDX for the Government of India and also moonlights as a self-defense instructor. He meets with wealthy Rekha  the only daughter of Advocate Saxena  and both fall in love with each other. Their respective parents meet and arrange their marriage. Before even the engagement could take place  Vijay is arrested by the Police and charged with killing his parents and brother  tried in Court  found guilty  and sentenced to five years in jail. On his first day behind bars  he is approached by Inspector Yeshwant Deshmukh  who asks him to cooperate and abduct Deepak  the son of an underworld don  and if he does so  he will only aid the Police but his crime will be pardoned and he will be released. Vijay agrees to do so  escapes from ...
Suitable Actors: Ajit|Vikas Anand|Arjun|Sulabha Arya|Rakesh Bedi|Divya Bharti|Birbal|Mithun Chakraborty|Bob Christo|Sunil Dhawan|Gautami|Gulshan Grover|Harish|Shakti Kapoor|"
